1524,2,6.964346030496871e-06
1564,2,2.8266553600452264e-05
1581,8,1.1292130232137967e-05
1584,1,6.582195162086556e-06
1590,2,3.5403180267683446e-06
1607,5,1.3097130942495736e-05
1611,1,2.0144638504462036e-05
1624,1,6.874269608854059e-06
1634,3,2.1219708865594364e-05
1635,1,4.087087663943304e-06
1637,3,4.400640146453304e-06
1643,1,5.63415197561539e-06
1657,1,3.2210994900999507e-06
1673,2,2.138630292842646e-06
1684,1,5.856086670082717e-07
1693,2,1.926012239807784e-06
1702,1,2.0075923126078204e-07
1706,1,1.4885978613909963e-07
1715,1,1.5670736513646625e-07
1717,4,5.770143173120019e-07
1718,1,1.9287980347862583e-07
1719,10,2.017062737105725e-06
1724,1,1.1758220877708859e-07
1726,1,9.950550738106978e-08
1729,3,2.440870124636524e-07
1734,2,1.9861898235379582e-07
1735,1,1.101503795011025e-07
1736,1,1.2422710553452875e-07
1739,1,8.690761164673238e-08
1743,1,1.054762866102917e-07
1746,4,5.572214154120479e-07
1747,1,6.304340260878643e-08
1750,7,3.6359014519037503e-07
1751,4,1.9850797436309214e-07
1752,2,1.3946076518914262e-07
1754,2,9.800016934429263e-08
1760,6,4.103864150605795e-07
1761,2,1.1286026336281037e-07
1762,1,8.822235137974464e-08
1764,53,2.8371875634185025e-06
1765,1,6.386942840629872e-08
1766,3,1.1180619782004747e-07
1767,2,1.0015782870647567e-07
1768,5,1.8439003389568238e-07
1769,1,5.391132600405262e-08
1770,3,1.369458241863033e-07
1771,5,2.4967360170049696e-07
1774,1,5.160997311120401e-08
1776,1,3.7360045068169565e-08
1777,21,9.32033498704185e-07
1778,2,9.605192951517309e-08
1780,1,5.1855996106236967e-08
1781,1,4.6436664012346954e-08
1782,2,9.299911497392235e-08
1783,1,4.761489151923073e-08
1784,1,3.740354327505799e-08
1785,1,3.7844088863067446e-08
1786,1,3.609851704043131e-08
1787,2,4.860532606469845e-08
1788,3,6.975030112948755e-08
1789,1,2.6322011165902423e-08
1790,1,2.4775086806949154e-08
1791,1,2.2498966003769883e-08
1792,6,1.2683638742318286e-07
1793,1,2.402205493690223e-08
1794,2,4.112405024520009e-08
1795,3,6.503427458017016e-08
1796,3,5.356415914982966e-08
1797,2,4.250971671163451e-08
1798,2,4.318586720039216e-08
1799,2,3.979308233873177e-08
1800,19,2.684207065101416e-07
1801,31,2.889361609160417e-07
1802,8,8.356662610934566e-08
1803,9,8.639455976912916e-08
1804,12,1.0521525172933103e-07
1805,7,6.069529319706778e-08
1806,9,7.61231224517309e-08
1807,12,9.3091861629405e-08
1808,31,2.3848334317705387e-07
1809,23,1.667730388614535e-07
1810,4,2.6496863986847592e-08
1811,13,7.331441764962268e-08
1812,19,1.1012009018928119e-07
1813,7,4.838910224604171e-08
1814,9,5.343095318879164e-08
1815,13,8.31634485333467e-08
1816,8,4.9516644512507275e-08
1817,8,4.3854333948680905e-08
1818,17,8.315119390391793e-08
1819,16,9.187132032035415e-08
1820,47,2.032188798260571e-07
1821,12,6.605128664438691e-08
1822,24,8.849133109607829e-08
1823,15,5.897917197724961e-08
1824,23,7.437639195013316e-08
1825,20,6.275468380486205e-08
1826,8,3.281930655110814e-08
1827,18,7.095611268639594e-08
1828,17,6.211657924860402e-08
1829,32,1.0891175210525311e-07
1830,23,6.71770741819782e-08
1831,34,1.0849169368607093e-07
1832,27,8.593668904709493e-08
1833,26,8.375173768749598e-08
1834,62,2.0571786569811333e-07
