1515,2,6.920151828131109e-06
1524,6,2.0893038091490612e-05
1568,1,6.53189196250694e-06
1574,5,8.034064433196755e-05
1575,3,1.6068042805266035e-05
1584,2,1.3164390324173112e-05
1607,1,2.619426188499147e-06
1620,1,4.3657827411876675e-06
1635,1,4.087087663943304e-06
1637,3,4.400640146453304e-06
1664,1,3.439463718816962e-06
1693,5,4.81503059951946e-06
1696,4,4.820595512266608e-06
1705,1,2.037178922776455e-07
1715,1,1.5670736513646625e-07
1718,2,3.8575960695725166e-07
1719,4,8.068250948422899e-07
1723,1,1.307176727025552e-07
1727,1,7.715086782767922e-08
1741,1,1.2442953723286378e-07
1743,3,3.164288598308751e-07
1746,4,5.572214154120479e-07
1747,3,1.891302078263593e-07
1749,1,7.904069259881134e-08
1750,3,1.5582434793873215e-07
1753,1,5.235352387119128e-08
1754,1,4.9000084672146315e-08
1755,1,4.929969293193261e-08
1759,1,4.7002455972329465e-08
1760,4,2.735909433737197e-07
1762,1,8.822235137974464e-08
1763,1,4.974310422538322e-08
1764,74,3.96135622062206e-06
1766,1,3.726873260668249e-08
1770,4,1.8259443224840438e-07
1771,3,1.4980416102029818e-07
1773,1,5.316567855594786e-08
1776,1,3.7360045068169565e-08
1777,3,1.3314764267202643e-07
1783,1,4.761489151923073e-08
1785,2,7.568817772613489e-08
1786,2,7.219703408086262e-08
1788,2,4.65002007529917e-08
1793,9,2.1619849443212006e-07
1794,3,6.168607536780014e-08
1795,7,1.517466406870637e-07
1796,1,1.7854719716609888e-08
1798,1,2.159293360019608e-08
1800,19,2.684207065101416e-07
1801,374,3.485874973632245e-06
1802,30,3.1337484791004623e-07
1803,10,9.59939552990324e-08
1804,6,5.260762586466551e-08
1805,15,1.3006134256514524e-07
1806,20,1.6916249433717976e-07
1807,9,6.981889622205375e-08
1808,13,1.0000914391295807e-07
1809,19,1.3776903210293987e-07
1810,9,5.961794397040708e-08
1811,9,5.075613529589262e-08
1812,8,4.636635376390787e-08
1813,7,4.838910224604171e-08
1814,4,2.3747090306129618e-08
1815,13,8.31634485333467e-08
1816,6,3.7137483384380457e-08
1817,75,4.1113438076888347e-07
1818,6,2.93474802013828e-08
1819,19,1.0909719288042055e-07
1820,39,1.6862843219608993e-07
1821,15,8.256410830548363e-08
1822,17,6.268135952638879e-08
1823,13,5.1115282380282994e-08
1824,33,1.0671395366758235e-07
1825,8,2.5101873521944817e-08
1826,23,9.43555063344359e-08
1827,45,1.7739028171598985e-07
1828,29,1.0596357636526568e-07
1829,132,4.4926097743416906e-07
1830,38,1.1098820951805093e-07
1831,45,1.4359194752568212e-07
1832,26,8.275384871201734e-08
1833,31,9.985784108893752e-08
1834,30,9.954090275715161e-08
1835,71,1.997236488569976e-07
1836,214,5.847280445166247e-07
1837,35,1.0370822323125121e-07
1838,89,2.481872881510606e-07
1839,103,2.4886638462389624e-07
1840,107,2.5241546502279376e-07
1841,71,1.8332689834402903e-07
1842,31,8.897912660770176e-08
1843,26,6.43351848083982e-08
1844,37,8.823999349351676e-08
1845,41,8.973802991422917e-08
1846,45,9.792260991173746e-08
1847,48,1.0814015071673039e-07
1848,90,1.930774939262111e-07
1849,70,1.4820606519644515e-07
1850,78,1.5471792772584876e-07
1851,96,1.7853629484702242e-07
1852,90,1.6108294589722846e-07
1853,116,1.8555265379109019e-07
1854,151,2.209025455387379e-07
1855,167,2.756873859692177e-07
1856,207,3.172970811168593e-07
1857,180,3.1662842457872054e-07
1858,123,2.2700058620225364e-07
1859,142,2.413556785292954e-07
1860,156,2.565991224744256e-07
1861,122,2.633904686342745e-07
1862,335,8.441701024326838e-07
1863,182,4.35097244497116e-07
1864,130,2.6360621152835897e-07
1865,228,4.5326008719241044e-07
1866,242,4.41398138233359e-07
1867,226,4.357693613836066e-07
1868,214,3.9080320480615186e-07
1869,167,2.99126971781635e-07
1870,155,2.8239795611801036e-07
1871,206,3.67634223906539e-07
1872,248,4.376830222076218e-07
1873,318,5.44537811845182e-07
1874,380,5.968578518910623e-07
1875,214,3.3236330307750977e-07
1876,251,3.708519038101353e-07
1877,317,4.7474808282983417e-07
1878,441,7.006652160047429e-07
1879,295,4.5076115765922945e-07
1880,464,5.916683846621065e-07
1881,359,4.548594457831855e-07
1882,720,8.690378531054237e-07
1883,1164,1.2513479282836893e-06
1884,1248,1.4155455030198452e-06
1885,4015,4.68403782049632e-06
1886,29349,4.032989821007972e-05
1887,36350,4.533177106706359e-05
1888,31424,3.948303801889253e-05
1889,27849,3.6491202466911685e-05
1890,24768,3.1465314104664084e-05
1891,22166,2.608529959575588e-05
1892,24652,2.633602718243795e-05
1893,29691,3.242685438546568e-05
1894,21304,2.368122841601481e-05
1895,23150,2.3505972687430495e-05
1896,24018,2.2854237041617385e-05
1897,20940,2.0292472597220406e-05
1898,23980,2.1618060321142363e-05
1899,23385,1.8970276855911467e-05
1900,25392,1.8934304688019825e-05
1901,23372,1.817824553279241e-05
1902,24774,1.889248531172753e-05
1903,24613,1.943791103688182e-05
1904,26783,1.905577977289603e-05
