1505,2,6.238497769737047e-05
1524,7,2.437521110673905e-05
1574,6,9.640877319836105e-05
1575,8,4.284811414737609e-05
1584,1,6.582195162086556e-06
1590,2,3.5403180267683446e-06
1607,1,2.619426188499147e-06
1611,1,2.0144638504462036e-05
1637,3,4.400640146453304e-06
1643,2,1.126830395123078e-05
1663,4,1.9161676646706586e-05
1685,1,4.254861072403694e-07
1693,8,7.704048959231135e-06
1702,1,2.0075923126078204e-07
1713,1,2.1183536917714882e-07
1718,1,1.9287980347862583e-07
1719,2,4.0341254742114495e-07
1724,1,1.1758220877708859e-07
1737,2,1.5089742091409582e-07
1740,4,3.523608485166357e-07
1743,3,3.164288598308751e-07
1746,1,1.3930535385301197e-07
1747,2,1.2608680521757287e-07
1752,4,2.7892153037828524e-07
1760,6,4.103864150605795e-07
1762,3,2.646670541392339e-07
1764,62,3.318974130791456e-06
1765,3,1.916082852188962e-07
1766,4,1.4907493042672997e-07
1769,1,5.391132600405262e-08
1774,2,1.0321994622240802e-07
1775,2,7.931060997115988e-08
1777,2,8.876509511468428e-08
1781,1,4.6436664012346954e-08
1782,3,1.3949867246088352e-07
1784,3,1.1221062982517397e-07
1785,19,7.190376883982815e-07
1788,2,4.65002007529917e-08
1789,8,2.1057608932721939e-07
1791,1,2.2498966003769883e-08
1792,5,1.0569698951931905e-07
1793,2,4.804410987380446e-08
1795,5,1.0839045763361693e-07
1796,2,3.5709439433219775e-08
1797,4,8.501943342326902e-08
1798,1,2.159293360019608e-08
1799,3,5.968962350809766e-08
1800,16,2.2603848969275082e-07
1801,432,4.02646521018484e-06
1802,11,1.1490411090035028e-07
1803,11,1.0559335082893565e-07
1804,5,4.3839688220554595e-08
1805,13,1.1271983022312587e-07
1806,13,1.0995562131916686e-07
1807,13,1.0084951676518876e-07
1808,14,1.0770215498318562e-07
1809,32,2.3203205406810924e-07
1810,14,9.273902395396658e-08
1811,9,5.075613529589262e-08
1812,8,4.636635376390787e-08
1813,13,8.986547559979174e-08
1814,11,6.530449834185646e-08
1815,10,6.397188348718976e-08
1816,9,5.5706225076570685e-08
1817,164,8.990138459479585e-07
1818,5,2.4456233501152333e-08
1819,17,9.761327784037628e-08
1820,38,1.6430462624234402e-07
1821,74,4.0731626764038595e-07
1822,39,1.4379841303112723e-07
1823,37,1.4548195754388238e-07
1824,58,1.8755785796120534e-07
1825,30,9.413202570729306e-08
1826,18,7.384343973999331e-08
1827,60,2.365203756213198e-07
1828,25,9.134791065971179e-08
1829,175,5.956111443256029e-07
1830,52,1.518786024983855e-07
1831,134,4.27584910409809e-07
1832,121,3.8512368054438845e-07
1833,67,2.1582178557931656e-07
